video_id,categoryId,likes,dislikes,comment_count,tag_count,desc_length,trending_days,duration,income,likes_ratio
--d-f3lIS6g,0.7777777777777777,0.0002743929516335965,0.0006529651730357709,9.950024375234947e-05,0.524822695035461,0.04764957264957265,0.0,0.003157197359102643,80.417,32.45544554455446
-4ni0pcKZ4w,0.3333333333333333,0.023137486689472474,0.018431719884405767,0.004431945436670071,0.014184397163120567,0.11175213675213676,0.3125,0.00044319557718228126,1241.50219,96.95159593125219
-5q5mZbe3V8,0.3333333333333333,1.0,0.9999999999999999,1.0,0.0425531914893617,0.29572649572649573,1.0,0.0005003084092934,104918.0303,77.23330898182688
-607OwI4gPo,0.3333333333333333,0.0034848239687181987,0.003419985906296265,0.0006532609461310795,0.2624113475177305,0.3245726495726496,0.3125,0.0004888858428711762,816.89689,78.69754253308129
-6zExiuIotU,0.8518518518518519,0.008959206105351994,0.010499162782278137,0.001322330342204121,0.41843971631205673,0.05811965811965812,0.1875,0.0005871199141023005,1436.9025199999999,65.90517241379311
-8YXCsxF2tQ,0.5925925925925926,4.436493726839724e-06,1.2930003426450907e-05,1.8598176402308313e-06,0.07092198581560283,0.16153846153846155,0.125,0.01395609165467297,9.35563,26.5
-9cZ3pt3v28,0.8888888888888888,0.0014567603835507871,0.004551361206110719,0.000622109000657213,0.47517730496453897,0.031196581196581197,0.5625,0.007011171269960935,278.86055,24.720170454545453
-BZogVYVA_E,0.7777777777777777,0.0009286502151992433,0.0038014210073765665,0.0008364529836938164,0.06382978723404255,0.08461538461538462,0.9375,0.013204486784090648,870.03937,18.867346938775512
-Emh9hq-rXg,0.8518518518518519,0.002408430141672312,0.004350946153000731,0.00031291431796883737,0.2978723404255319,0.3425213675213675,0.8125,0.0019943800973202656,933.60774,42.7518573551263
-IBznLlHDaw,0.5925925925925926,4.5704256129329986e-05,5.818501541902908e-05,3.7196352804616624e-05,0.07092198581560283,0.16645299145299144,0.375,0.0017133849633335617,44.097190000000005,60.666666666666664
-JQRvjFRKVU,0.8518518518518519,0.00031381915060230424,0.0010473302775425234,5.3934711566694106e-05,0.06382978723404255,0.02606837606837607,0.375,0.0022616681516003014,305.26718,23.141975308641975
-KBFHzLttaA,0.7777777777777777,0.0007902818353791289,0.002236890592776007,0.00023480197707914245,0.20567375886524822,0.1564102564102564,0.1875,0.004354282320151692,428.27628,27.286127167630056
-MIMCmDAsh4,0.7777777777777777,2.9381307511712135e-05,0.00012283503255128362,8.83413379109645e-06,0.07092198581560283,0.1032051282051282,0.125,0.00177506682201357,24.575860000000002,18.473684210526315
-MwvwdM9pGQ,0.8518518518518519,0.08769064680813947,0.05909011565888064,0.020248764558013176,0.14184397163120566,0.319017094017094,0.4375,0.001626573458524661,7950.54736,114.61542669584244
-Qdg7yK4INc,0.9259259259259258,6.78867247635286e-05,0.0013899753683434726,6.50936174080791e-05,0.04964539007092199,0.026923076923076925,0.25,0.0014483814223379707,52.89468000000001,3.772093023255814
-TDVKQjmf7c,0.8518518518518519,0.004654216749170104,0.01133314800328422,0.0014457757380744425,0.035460992907801414,0.4235042735042735,0.25,0.003554702670596029,1834.51827,31.717626925270963
-U-sHTUJRdk,0.3333333333333333,0.008203160608355457,0.02960970784657258,0.002474952324737179,0.19858156028368795,0.6596153846153846,0.5,0.0007858725698489937,1814.8830699999999,21.39694323144105
-XK00N1LcPM,0.8518518518518519,8.789280024871152e-06,5.818501541902908e-05,3.7196352804616626e-06,0.1631205673758865,0.5222222222222223,0.125,0.09797135220341306,19.90896,11.666666666666666
-YOXkAaGVYo,0.8888888888888888,0.0004004563394188913,0.0005947801576167418,8.392427101541626e-05,0.0,0.09166666666666666,0.0625,0.007205354899138738,49.7665,52.0
-p0fS1z34Gc,0.8518518518518519,0.00043979883095879074,0.0003491100925141745,0.00011693603412951351,0.0425531914893617,0.16794871794871793,0.5625,0.00026043451442670136,111.36131999999999,97.29629629629629
-scCWlHWSVA,0.8888888888888888,0.00015042224956850913,0.004855216286632316,0.00021527389185671872,0.0851063829787234,0.08440170940170941,0.1875,0.013419231032828455,97.74648,2.392809587217044
-tDs4POpl6U,0.8518518518518519,0.001658244164692357,0.01163053808209259,0.000502848194477411,0.19858156028368795,0.0,0.25,0.001455234962191305,2597.90806,11.011673151750973
-wkobzfbfwQ,0.7777777777777777,0.0027905545541821865,0.01026642272060202,0.0004405443035296782,0.0,0.09038461538461538,0.8125,0.0014849336348890867,1087.4278199999999,20.993073047858942
0-XnOaU57Y0,0.8518518518518519,4.729469727668762e-05,0.00021981005824966542,5.9281687282357745e-05,0.0425531914893617,0.03547008547008547,0.0,0.005926027459849679,59.771719999999995,16.61764705882353
00k1XChVFpc,0.8888888888888888,0.00020458095600747706,0.0003943651045067527,9.485069965177239e-05,0.23404255319148937,0.10598290598290598,0.125,0.006794142507938684,49.16057,40.0655737704918
02apqPx9OPo,0.7777777777777777,0.023100655420796826,0.03047601807614479,0.002329886548799174,0.2907801418439716,0.09914529914529914,0.1875,0.002126881867818061,3023.76357,58.54242681374629
03YY-KVbBjM,0.8888888888888888,0.00023103250351089882,0.0005042701336315854,2.7199832988375906e-05,0.0,0.10128205128205128,0.0,0.006645649144449775,38.832029999999996,35.38461538461539
06Ni0Mi9p7k,0.9259259259259258,0.00023320889665991452,0.00014869503940418544,7.183545635391586e-05,0.21985815602836878,0.0952991452991453,0.0625,0.0017088159367646722,80.05651,121.1304347826087
0BztEA3TffE,0.7777777777777777,0.00013803355010488121,0.001525740404321207,4.905269026108817e-05,0.2978723404255319,0.13055555555555556,0.375,0.003968199575080529,136.85935,6.987288135593221
0DcUO0xuH2g,0.8518518518518519,0.00808069664000892,0.011649933087232268,0.0006139722984812031,0.0851063829787234,0.12008547008547009,0.1875,0.0019601123980535944,1908.16915,53.57103218645949
0EKQMM8TrzQ,0.8518518518518519,0.006311958669289611,0.03348870887450785,0.002161108097948226,0.1773049645390071,0.2863247863247863,0.4375,0.017720969547437918,5217.4832799999995,14.556949806949808
0FbmyGiRO3U,0.8888888888888888,0.0007759678650529102,0.0013382553546376688,0.0001371615509670238,0.2624113475177305,0.25726495726495724,0.25,0.002809951339867041,132.38773999999998,44.78260869565217
0HhCFE204-E,0.8518518518518519,9.224558654674293e-05,0.0005947801576167418,1.4646063916817797e-05,0.41134751773049644,0.1123931623931624,0.3125,0.0007653119502889908,87.31645999999999,11.978260869565217
0IgCYZCgAk4,0.8888888888888888,9.484051683980013e-05,0.00020041505310998907,5.579452920692494e-06,0.3971631205673759,0.026282051282051282,0.0625,0.02437118771845658,28.81383,36.54838709677419
0KgnrQg8LMg,0.8888888888888888,0.0013209032265949214,0.0027282307229811414,0.000275253010754163,0.0425531914893617,0.03568376068376068,0.5625,0.006300687638498618,159.38555,37.39336492890995
0W0h7Y5KyjA,0.7777777777777777,0.0002625064967428184,0.00046548012335223267,7.741490927460835e-05,0.0851063829787234,0.06923076923076923,0.0625,0.0006944920384712035,93.2849,43.55555555555556
0WZ_obUCkgU,0.8518518518518519,7.198838877513513e-05,0.00027799507366869453,7.11380247388293e-05,0.1276595744680851,0.06752136752136752,0.1875,0.0003929362849244968,84.33578,20.0
0Z310p8fwVE,0.8518518518518519,0.0018630762429862591,0.018851944995765424,0.0007025461135971965,0.1631205673758865,0.01987179487179487,0.375,0.0007150526580312064,244.86593,7.632716049382716
0Zq8LcUugDY,0.8888888888888888,0.00023496675266488877,0.00030385508052159635,1.3716155096702382e-05,0.43971631205673756,0.041666666666666664,0.0,0.016135517328033262,39.13706,59.723404255319146
0g-s-szVOQY,0.8888888888888888,0.0001913551822557662,0.002805810743539847,0.0001583169766246495,0.7943262411347518,0.15128205128205127,0.25,0.01456605670161972,237.75466,5.267281105990784
0k7HPR_HJCo,0.8518518518518519,0.0006230343926201522,0.000982680260410269,0.00030291779815259663,0.15602836879432624,0.2726495726495726,0.1875,0.003157197359102643,202.31159,48.9671052631579
0pstzDe5afQ,0.0,0.0011329800489202956,0.0016291804317328143,0.0007155648370788123,0.1631205673758865,0.27414529914529917,0.125,0.0014803646083201972,174.83116,53.71031746031746
0qRNirRtCBI,0.8888888888888888,0.00011250278431835073,0.0005236651387712617,4.7192872620857346e-05,0.19858156028368795,0.03611111111111111,0.25,0.006474310648116419,93.74333,16.59259259259259
0tl--yArbT0,0.0,0.00019461977197928978,0.0005947801576167418,5.2539848336520985e-05,0.22695035460992907,0.6117521367521368,0.25,0.00619103100084527,117.37813999999999,25.27173913043478
0uADHeJ0QxY,0.7777777777777777,9.760286199047392e-05,0.00038143510108030174,1.8133221992250605e-05,0.014184397163120567,0.05064102564102564,0.25,0.012000548283188266,46.37754,19.76271186440678
11SyImpZLVI,0.8888888888888888,0.00028803726252934884,0.0003879001027935272,3.7196352804616624e-05,0.43971631205673756,0.026709401709401708,0.0,0.015989308477828798,51.20551,57.35
171Nwte6jck,0.962962962962963,0.0006329955766483395,0.00012930003426450906,6.416370858796368e-05,0.0,0.0955128205128205,0.25,0.00042720398419116804,37.05908,378.1
18fBquM_rNA,0.6666666666666667,0.0,0.0,0.00015320247811401473,0.41843971631205673,0.191025641025641,0.5625,0.0013501473511068466,95.58471999999999,
1FjYY21wcqI,0.8888888888888888,0.0002136213583187731,0.00023274006167611633,1.1856337456471549e-05,0.43971631205673756,0.026709401709401708,0.0,0.015955040778562125,35.11385,70.88888888888889
1IKWcbF1enw,0.8888888888888888,0.0002060876897260264,0.0002521350668157927,1.3251200686644673e-05,0.45390070921985815,0.041666666666666664,0.0,0.01610124962876659,32.81049,63.12820512820513
1NU2ZNM8BB8,0.7037037037037037,0.00023864987953245382,8.40450222719309e-05,6.207141374270399e-05,0.035460992907801414,0.07777777777777778,0.0,0.0010942818632490347,27.42261,219.30769230769232
1NdMaqyhS98,0.3333333333333333,0.008944222475595308,0.015690559157998177,0.0012323616638579547,0.04964539007092199,0.01217948717948718,0.1875,0.0003883672583556073,957.15582,44.025957972805934
1P_tET0ls7U,0.8888888888888888,2.0006075485182905e-05,9.69750256983818e-05,2.6967355783347053e-05,0.0851063829787234,0.025427350427350427,0.25,0.0002947022136933726,44.32434,15.933333333333334
1QhPyYAbwiA,0.8888888888888888,0.0002141236028916229,0.0003491100925141745,5.1377462311376714e-05,0.07801418439716312,0.10128205128205128,0.1875,0.006679916843716446,32.95681,47.370370370370374
1RZtiM4PtnI,0.0,6.194349731813954e-06,2.5860006852901814e-05,4.649544100577078e-07,0.22695035460992907,0.3294871794871795,0.1875,0.00023758938158225388,13.483270000000001,18.5
1URHseFVFco,0.8518518518518519,0.0009286502151992433,0.0008921702364251126,0.0001987680102996701,0.0,0.12777777777777777,0.0625,0.0006510862860667533,149.4824,80.3913043478261
1azscni9Kh0,0.8518518518518519,0.00010689438658819486,0.002081730551658596,7.509013722431981e-05,0.18439716312056736,0.1735042735042735,0.0,0.013487766431361797,177.94105,3.9658385093167703
1cqZ1skljEE,0.8888888888888888,0.0007489303655478304,0.0007176151901680253,0.00043728962265927423,0.0425531914893617,0.16773504273504272,0.0,0.010538459781143627,43.401579999999996,80.6036036036036
1dUErS5C1lI,0.7777777777777777,9.517534655503332e-05,0.0014223003769095997,1.0228997021269572e-05,0.11347517730496454,0.1123931623931624,0.25,0.0013547163776757361,119.33516999999999,5.168181818181818
1fdKHPGSvCg,0.8518518518518519,4.444864469720553e-05,0.0008469152244325345,5.5097097591838376e-05,0.1631205673758865,0.07863247863247863,0.3125,0.01337354076713956,70.84838,4.0534351145038165
1gT_JaSgQSU,0.7777777777777777,0.001888188471628748,0.007027456862276068,0.0006211790918370976,0.035460992907801414,0.02094017094017094,0.75,0.00542115002398739,620.90656,20.751609935602577
1guiV1wV1PE,0.8888888888888888,0.00029121814482406413,0.0010473302775425234,0.00018970139930354478,0.0851063829787234,0.25277777777777777,0.3125,0.0014849336348890867,112.74133,21.47530864197531
1imfzGKIAoI,0.8518518518518519,0.0028319060240134847,0.013518318582354423,0.0009171225738388287,0.1773049645390071,0.49786324786324787,0.3125,0.0014780800950357524,2767.36078,16.179340028694405
1jWikUeJuZI,0.8888888888888888,0.0001284071957919271,0.0005495251456241636,2.022551683751029e-05,0.375886524822695,0.07756410256410257,0.5625,0.004157814177689443,97.94236,18.04705882352941
1lQlIcse-z4,0.8518518518518519,3.1641408089536146e-05,3.2325008566127265e-05,8.83413379109645e-06,0.0425531914893617,0.05854700854700855,0.25,0.0006213876133689717,14.33169,75.6
1nvsUWE_fSA,0.8518518518518519,2.2935835493473288e-05,0.00014223003769095997,1.76682675821929e-05,0.19148936170212766,0.12457264957264957,0.0,0.012500856692481667,13.42309,12.454545454545455
